Name,src,target
54,"
You've applied for the job as clerk here. what do you think is fun about this job?
I love helping people who want to buy something. It's great fun recommending products to customers.",Have you worked as a clerk before?
55,"
You've applied for the job as clerk here. what do you think is fun about this job?
I love helping people who are looking to buy something. it's great fun recommending products to customers.",Have you worked as a clerk before?
56,"
You've applied for the job as clerk here. what do you think is fun about this job?
I love helping people looking to buy something. it's a lot of fun recommending products to customers.",Have you worked as a clerk before?
57,"
What do you think seems fun about this job?
I think it sounds like an exciting project. I really like doing something new.",That's good. do you ever get bored of repetetive tasks?
58,"
What do you think seems fun about this job?
I think this sounds like an exciting project. i really like to dig into something new.",That's good. do you ever get bored of repetetive tasks?
59,"
What do you think seems fun about this job?
I think it sounds like an exciting project. I really like delving into something new.",That's good. do you ever get bored of repetetive tasks?
60,"
What do you think seems fun about this job?
I think it sounds like an upcoming project. I really enjoy delving into something new.",That's good. do you ever get bored of repetetive tasks?
61,"
What do you think seems fun about this job?
I think this sounds like an exciting project. I really like to do something new.",That's good. do you ever get bored of repetetive tasks?
62,"
What do you think seems fun about this job?
I think it sounds like an exciting project. I really like to do something new.",That's good. do you ever get bored of repetetive tasks?
63,"
What do you think seems fun about this job?
I think it sounds like an exciting project. I really enjoy doing something new.",That's good. do you ever get bored of repetetive tasks?
64,"
What do you think seems fun about this job?
I think that sounds like an exciting project. I really like to delve into something new.",That's good. do you ever get bored of repetetive tasks?
65,"
What do you think seems fun about this job?
I think this sounds like an exciting project. I really like to dig into something new.",That's good. do you ever get bored of repetetive tasks?
66,"
What do you think seems fun about this job?
I think this sounds like an exciting project. I really enjoy delving into something new.",That's good. do you ever get bored of repetetive tasks?
67,"
What do you think seems fun about this job?
I think this sounds like an exciting project. I really like to dive into something new.",That's good. do you ever get bored of repetetive tasks?
68,"
What do you think seems fun about this job?
I think it sounds like an exciting project. I really like to delve into something new.",That's good. do you ever get bored of repetetive tasks?
69,"
What do you think seems fun about this job?
I think it sounds like an upcoming project. I really enjoy doing something new.",That's good. do you ever get bored of repetetive tasks?
70,"
What do you think seems fun about this job?
I think this looks like an upcoming project. I really like to dive into something new.",That's good. do you ever get bored of repetetive tasks?
71," Is there anything you want to ask about this job?
Which layers are currently available?"," We have morning shifts and night shifts available.
"
72," Is there anything you want to ask about this job?
What shifts are currently available now?"," We have morning shifts and night shifts available.
"
73," Is there anything you want to ask about this job?
What shifts are currently available at this time?"," We have morning shifts and night shifts available.
"
74," Is there anything you want to ask about this job?
What diapers are currently available?"," We have morning shifts and night shifts available.
"
75," Is there anything you want to ask about this job?
What layers are currently available?"," We have morning shifts and night shifts available.
"
76," Is there anything you want to ask about this job?
What levels are currently available?"," We have morning shifts and night shifts available.
"
77," Is there anything you want to ask about this job?
What shifts are currently available?"," We have morning shifts and night shifts available.
"
78," Is there anything you want to ask about this job?
What shifts are currently available at the moment?"," We have morning shifts and night shifts available.
"
79," How do you handle stressful situations in your work?
I have a lot of experience with stressful situations and can deal with them well."," Ok, can you give any examples of a stressful situation and how you handled it?
"
80," How do you handle stressful situations in your work?
I have a lot of experience with stressful situations and I can handle them well."," Ok, can you give any examples of a stressful situation and how you handled it?
"
81," How do you handle stressful situations in your work?
I have a lot of experience with stressful situations and can handle them well."," Ok, can you give any examples of a stressful situation and how you handled it?
"
82," How do you handle stressful situations in your work?
I have a lot of experience with stressful situations and can cope well with them."," Ok, can you give any examples of a stressful situation and how you handled it?
"
83," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I used to work in a retail store and every Monday our manager sets up a meeting with us to make sure we work as a team."," What does your manager require you to do?
"
84," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I've worked in a retail store before and every Monday our manager sets up a meeting with us to make sure we're working as a team."," What does your manager require you to do?
"
85," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked in a retail store before and every Monday our manager organizes a meeting with us to make sure we are working as a team."," What does your manager require you to do?
"
86," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have worked in a retail store before and every Monday our manager arranges a meeting with us to make sure we are working as a team."," What does your manager require you to do?
"
87," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I used to work in a retail store and every Monday our manager sets up a meeting with us to make sure we are working as a team."," What does your manager require you to do?
"
88," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have worked in a retail store before and every Monday our manager sets up a meeting with us to make sure we work as a team."," What does your manager require you to do?
"
89," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I've worked in a retail store before and every Monday our manager arranges a meeting with us to make sure we work as a team."," What does your manager require you to do?
"
90," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I've worked in a retail store before and every Monday our manager sets up a meeting with us to make sure we work as a team."," What does your manager require you to do?
"
91," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have already worked in a retail store and every Monday our manager arranges a meeting with us to make sure we are working as a team."," What does your manager require you to do?
"
92," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I used to work in a retail store and every Monday our manager organizes a meeting with us to make sure we work as a team."," What does your manager require you to do?
"
93," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have worked in a retail store before and every Monday our manager organizes a meeting with us to make sure we are working as a team."," What does your manager require you to do?
"
94," Have you got any past experience working as a taxi driver?
No, I've never worked as a taxi driver."," What have you worked as previously?
"
95," Have you got any past experience working as a taxi driver?
No, I have never worked as a taxi driver before."," What have you worked as previously?
"
96," Have you got any past experience working as a taxi driver?
No, he had never worked as a taxi driver before."," What have you worked as previously?
"
97," Have you got any past experience working as a taxi driver?
No, I've never worked as a taxi driver before."," What have you worked as previously?
"
98," Have you got any past experience working as a taxi driver?
No, I have never worked as a taxi driver."," What have you worked as previously?
"
99,"
What makes you fit well as a waiter?
I have quick reflexes and I like things to go quickly.",And how do you handle stress when things are hectic for a long time?
100,"
What makes you fit well as a waiter?
I have quick reflexes and I like it when things go fast.",And how do you handle stress when things are hectic for a long time?
101,"
What makes you fit well as a waiter?
I have quick reflexes and I like when things go at a fast pace.",And how do you handle stress when things are hectic for a long time?
102,"
What makes you fit well as a waiter?
I have fast reflexes and I love it when things are fast.",And how do you handle stress when things are hectic for a long time?
103,"
What makes you fit well as a waiter?
I have quick reflexes and I like things to go fast.",And how do you handle stress when things are hectic for a long time?
104,"
What makes you fit well as a waiter?
I have quick reflexes and I like when things go fast.",And how do you handle stress when things are hectic for a long time?
105,"
What makes you fit well as a waiter?
I have quick reflexes and I love when things go fast.",And how do you handle stress when things are hectic for a long time?
106,"
What makes you fit well as a waiter?
I have quick reflexes and love it when things move at a fast pace.",And how do you handle stress when things are hectic for a long time?
107,"
What makes you fit well as a waiter?
I have fast reflexes and I love it when things go fast.",And how do you handle stress when things are hectic for a long time?
108,"
What makes you fit well as a waiter?
I have quick reflexes and I love when things are quick.",And how do you handle stress when things are hectic for a long time?
109,"
What makes you fit well as a waiter?
I have quick reflexes and love it when things go fast.",And how do you handle stress when things are hectic for a long time?
110," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like you company. Second, I want to learn to bake new things."," What attracted you to our company. 
"
111," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I love your company. And secondly, I would like to learn to cook new things."," What attracted you to our company. 
"
112," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. And second, I would like to learn how to bake new things."," What attracted you to our company. 
"
113," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. And second, I would like to learn how to cook new things."," What attracted you to our company. 
"
114," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I love your company. Second, I want to learn to cook new things."," What attracted you to our company. 
"
115," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. Second, I want to learn how to bake new things."," What attracted you to our company. 
"
116," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. Second, I want to learn how to prepare new things."," What attracted you to our company. 
"
117," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I love your company. And second, I want to learn to cook new things."," What attracted you to our company. 
"
118," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I love your company. And secondly, I would like to learn how to cook new things."," What attracted you to our company. 
"
119," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I love your business. And secondly, I would like to learn to cook new things."," What attracted you to our company. 
"
120," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. And second, I would like to learn how to prepare new things."," What attracted you to our company. 
"
121," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. And second, I want to learn how to cook new things."," What attracted you to our company. 
"
122," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like your company. And second, I would like to learn to cook new things."," What attracted you to our company. 
"
123,"
What makes you fit well as a doctor?
I am very intelligent and it drives me to heal sick people. I've dreamed about this since I was a kid.",So you take a lot of pride in your work?
124,"
What makes you fit well as a doctor?
I am very smart and healing the sick is what motivates me. it's something I've dreamed of since I was a kid.",So you take a lot of pride in your work?
125,"
What makes you fit well as a doctor?
I am very intelligent and healing the sick is what drives me. It's something I've dreamed of since I was a kid.",So you take a lot of pride in your work?
126,"
What makes you fit well as a doctor?
I am very intelligent and treating the sick is what drives me. it's something I've dreamed of since I was a child.",So you take a lot of pride in your work?
127,"
What makes you fit well as a doctor?
I am very intelligent and this prompts me to heal the sick. I have dreamed of it since I was a child.",So you take a lot of pride in your work?
128,"
What makes you fit well as a doctor?
I am very intelligent and it encourages me to heal the sick. I have dreamed of this since I was a child.",So you take a lot of pride in your work?
129,"
What makes you fit well as a doctor?
I am very intelligent and pushes me to heal the sick. I have dreamed of it since I was a child.",So you take a lot of pride in your work?
130,"
What makes you fit well as a doctor?
I am very intelligent and healing the sick motivates me. I've dreamed about this since I was a kid.",So you take a lot of pride in your work?
131,"
What makes you fit well as a doctor?
I am very intelligent and healing the sick is what motivates me. It's something I've dreamed of since I was a kid.",So you take a lot of pride in your work?
132,"
What makes you fit well as a doctor?
I am very intelligent and healing the sick is what motivates me. it's something I've dreamed of since I was a child.",So you take a lot of pride in your work?
133,"
What makes you fit well as a doctor?
I am very intelligent and the healing of the sick drives me. I've dreamed of this since I was a child.",So you take a lot of pride in your work?
134,"
What makes you fit well as a doctor?
I am very smart and healing the sick is what motivates me. It's something I've dreamed of since I was a kid.",So you take a lot of pride in your work?
135,"
What makes you fit well as a doctor?
I am very intelligent and treating the sick is what drives me. I've dreamed of this since I was a child.",So you take a lot of pride in your work?
136,"
What makes you fit well as a doctor?
I am very intelligent and caring for the sick is what motivates me. it's something I've dreamed of since I was a kid.",So you take a lot of pride in your work?
137,"
What makes you fit well as a doctor?
I am very intelligent and treating the sick is what drives me. It's something I've dreamed of since I was a kid.",So you take a lot of pride in your work?
138,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always liked driving cars and getting anywhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
139,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I have always loved driving cars and going somewhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
140,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always loved driving cars, and getting somewhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
141,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always enjoyed driving cars and getting somewhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
142,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I have always loved driving cars and going anywhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
143,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always loved driving cars and getting anywhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
144,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always loved driving cars and going anywhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
145,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always loved driving cars and going somewhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
146,"
You've applied for the job as taxi driver. what do you think is fun about this job?
I've always loved driving cars and getting somewhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
147,"
You've applied for the job as taxi driver. what do you think is fun about this job?
Always enjoyed driving cars and getting somewhere is a fun puzzle to solve.",And are you good at talking to customers? would you describe yourself as social?
148," Do you have any past experience in working as a security guard?
No, I have no past experience."," What have you previously worked as?
"
149," Do you have any past experience in working as a security guard?
No, I don't have any past experience."," What have you previously worked as?
"
150," Do you have any past experience in working as a security guard?
No, I have no previous experience."," What have you previously worked as?
"
151," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars and I want to get better as a mechanic."," What is your favourite car to work on?
"
152," You have applied for the job as car mechanic. What do you think is interesting about this work?
I love cars and would like to improve myself as a mechanic."," What is your favourite car to work on?
"
153," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars and I would like to improve as a mechanic."," What is your favourite car to work on?
"
154," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars and would like to improve as a mechanic."," What is your favourite car to work on?
"
155," You have applied for the job as car mechanic. What do you think is interesting about this work?
I love cars and want to improve myself as a mechanic."," What is your favourite car to work on?
"
156," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars and I want to improve as a mechanic."," What is your favourite car to work on?
"
157," You have applied for the job as car mechanic. What do you think is interesting about this work?
I love cars and I want to improve myself as a mechanic."," What is your favourite car to work on?
"
158," You have applied for the job as car mechanic. What do you think is interesting about this work?
I love cars and I would like to improve as a mechanic."," What is your favourite car to work on?
"
159," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars and I want to improve myself as a mechanic."," What is your favourite car to work on?
"
160," You have applied for the job as baker. What do you think is interesting about this work?
I find it interesting to learn about locally baked French pastries."," What pastries have you baked in the past?
"
161," You have applied for the job as baker. What do you think is interesting about this work?
I think it is interesting to learn the French pastries baked locally."," What pastries have you baked in the past?
"
162," You have applied for the job as baker. What do you think is interesting about this work?
I think it is interesting to learn locally baked French pastries."," What pastries have you baked in the past?
"
163," You have applied for the job as baker. What do you think is interesting about this work?
I think it's interesting to learn about locally cooked French desserts."," What pastries have you baked in the past?
"
164," You have applied for the job as baker. What do you think is interesting about this work?
I find it interesting to learn more about French pastries baked locally."," What pastries have you baked in the past?
"
165," You have applied for the job as baker. What do you think is interesting about this work?
I find it interesting to learn the French pastries baked on site."," What pastries have you baked in the past?
"
166," You have applied for the job as baker. What do you think is interesting about this work?
I think it's interesting to learn about the locally baked French pastries."," What pastries have you baked in the past?
"
167," You have applied for the job as baker. What do you think is interesting about this work?
I find it interesting to learn about locally cooked French desserts."," What pastries have you baked in the past?
"
168," You have applied for the job as baker. What do you think is interesting about this work?
I think it's interesting to learn more about French desserts cooked locally."," What pastries have you baked in the past?
"
169," You have applied for the job as baker. What do you think is interesting about this work?
I think it is interesting to learn about the French desserts cooked locally."," What pastries have you baked in the past?
"
170,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
Both house building as a brick layer",How long did you do brick laying for? and are you used to working overtime?
171,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
The two buildings of the house as a layer of brick",How long did you do brick laying for? and are you used to working overtime?
172,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
Both house building and a brick layer.",How long did you do brick laying for? and are you used to working overtime?
173,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
Both houses build like a brick layer",How long did you do brick laying for? and are you used to working overtime?
174,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
The two buildings of the house as a brick layer",How long did you do brick laying for? and are you used to working overtime?
175,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
The two buildings of the house as a brick layer.",How long did you do brick laying for? and are you used to working overtime?
176,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
The two buildings of the house like a brick layer",How long did you do brick laying for? and are you used to working overtime?
177,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
The construction of the house and a layer of bricks.",How long did you do brick laying for? and are you used to working overtime?
178,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
Both the building of the house and a brick layer.",How long did you do brick laying for? and are you used to working overtime?
179,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
The two houses are built like a layer of brick",How long did you do brick laying for? and are you used to working overtime?
180,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
Both houses are built like a layer of bricks",How long did you do brick laying for? and are you used to working overtime?
181,"
You have applied for the job as controller. what makes you a good fit?
I like characters and I am well organized. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
182,"
You have applied for the job as controller. what makes you a good fit?
I like the numbers and I am well organized. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
183,"
You have applied for the job as controller. what makes you a good fit?
I like figures and I am well organized. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
184,"
You have applied for the job as controller. what makes you a good fit?
I like figures and am well organized. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
185,"
You have applied for the job as controller. what makes you a good fit?
I like the characters and I am well organized. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
186,"
You have applied for the job as controller. what makes you a good fit?
I like numbers and I am well organized. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
187,"
What makes you fit well as a chef?
I've always loved cooking food.",For how long have you worked in the kitchen? 
188,"
What makes you fit well as a chef?
I have always loved to cook.",For how long have you worked in the kitchen? 
189,"
What makes you fit well as a chef?
I have always liked cooking food.",For how long have you worked in the kitchen? 
190,"
What makes you fit well as a chef?
I've always loved cooking.",For how long have you worked in the kitchen? 
191,"
What makes you fit well as a chef?
I've always enjoyed cooking.",For how long have you worked in the kitchen? 
192,"
What makes you fit well as a chef?
I have always liked to cook.",For how long have you worked in the kitchen? 
193,"
What makes you fit well as a chef?
I have always enjoyed cooking.",For how long have you worked in the kitchen? 
194,"
What makes you fit well as a chef?
I've always loved to cook.",For how long have you worked in the kitchen? 
195,"
Is there anything you want to ask about this job?
Will i be the only cleaner in the office?
No, there's another person you will work with. her name is maria.
Who does the cleaning during my vacation?",We will hire a temp.
196,"
Is there anything you want to ask about this job?
Will i be the only cleaner in the office?
No, there's another person you will work with. her name is maria.
During my vacation, who will do the cleaning?",We will hire a temp.
197,"
Is there anything you want to ask about this job?
Will i be the only cleaner in the office?
No, there's another person you will work with. her name is maria.
Who will do the cleaning during my vacation?",We will hire a temp.
198,"
You have applied for the job as manager for the marketing division. what makes you a good fit?
I have a long experince in marketing in the distribution area
I see. can you give an example of a situation where it was difficult to do so?
When the newspaper market collapsed, I didn't know how to manage my people",That sounds like a difficult situation. how did it go?
199,"
You have applied for the job as manager for the marketing division. what makes you a good fit?
I have a long experince in marketing in the distribution area
I see. can you give an example of a situation where it was difficult to do so?
When the newspaper market went down I didn't know how to lead my employees",That sounds like a difficult situation. how did it go?
200,"
You have applied for the job as manager for the marketing division. what makes you a good fit?
I have a long experince in marketing in the distribution area
I see. can you give an example of a situation where it was difficult to do so?
When the newspaper market went down, I didn't know how to manage my employees",That sounds like a difficult situation. how did it go?
201,"
You have applied for the job as manager for the marketing division. what makes you a good fit?
I have a long experince in marketing in the distribution area
I see. can you give an example of a situation where it was difficult to do so?
When the newspaper market went down, I didn't know how to target my employees",That sounds like a difficult situation. how did it go?
